age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
29, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,56, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,45, United-States, <=50K
27, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,16, United-States, <=50K
37, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,60, United-States, <=50K
39,, Masters, Married-civ-spouse,, Wife, Asian-Pac-Islander, Female,40,, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,80, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Laos, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,45, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,33, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,54, United-States, >50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,35, Taiwan, >50K
19,, Some-college, Never-married,, Own-child, Black, Female,25, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
22, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,40, Mexico, <=50K
29, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
62, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,24, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K
29, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
76, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,10, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States, <=50K
23,, Assoc-voc, Never-married,, Own-child, Black, Female,15, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
66, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,55, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,45, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
47, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
55, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
17, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male,48, Mexico, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
49, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,30, Haiti, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
36, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,20, United-States, <=50K
22, State-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,42, United-States, <=50K
67,, 11th, Married-civ-spouse,, Husband, White, Male,8, United-States, <=50K
30,, Assoc-voc, Divorced,, Unmarried, White, Female,40, United-States, <=50K
56, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male,25, Iran, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,25, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
46, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,30, United-States, <=50K
59,, Bachelors, Married-civ-spouse,, Husband, White, Male,40, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K
65, Private, 11th, Widowed, Other-service, Unmarried, Other, Male,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, <=50K
26, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Portugal, <=50K
36, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female,24, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, >50K
22, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,55, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,15, United-States, <=50K
57, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States, >50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,15, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,10, United-States, <=50K
40, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
46, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
46, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
46, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,25, United-States, <=50K
29, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,6, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,16, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,, >50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
45, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,40, United-States, <=50K
20,, HS-grad, Never-married,, Other-relative, White, Female,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
34, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,64, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, Puerto-Rico, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,25, United-States, <=50K
28,, Some-college, Married-civ-spouse,, Wife, White, Female,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
41, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,24, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,40, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
31, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
35, Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, >50K
52, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
30, Private, 11th, Never-married, Other-service, Own-child, White, Female,19, United-States, <=50K
34, Local-gov, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K
34, State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,30, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,18, United-States, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, >50K
29, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
33, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female,35, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K
36, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,72, Dominican-Republic, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
80,, HS-grad, Widowed,, Not-in-family, White, Male,24, United-States, <=50K
17,, 11th, Never-married,, Own-child, White, Male,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,25, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,40, Philippines, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
34, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,60, United-States, <=50K
34, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,28, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Armed-Forces, Own-child, White, Male,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
27, Private, 9th, Never-married, Craft-repair, Other-relative, White, Male,40, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,35, United-States, <=50K
44, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
17,, 11th, Never-married,, Own-child, White, Female,5, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40,, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,50, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K
32,, Some-college, Married-civ-spouse,, Husband, White, Male,40, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
50, Private, 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,60, United-States, <=50K
52, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,16, United-States, >50K
60, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,40, United-States, >50K
22,, Some-college, Never-married,, Own-child, White, Male,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,60, United-States, <=50K
67, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,24, United-States, <=50K
46, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K
17, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,6, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States, <=50K
27, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,35, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,45, Portugal, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States, <=50K
28, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,20, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Female,40, United-States, <=50K
52,, 12th, Never-married,, Other-relative, Black, Male,40, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,20, United-States, <=50K
63,, 1st-4th, Married-civ-spouse,, Husband, White, Male,35, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
46, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,60, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,25, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,20, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,36, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male,40, El-Salvador, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States, <=50K
72,, HS-grad, Married-civ-spouse,, Husband, White, Male,20, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,40, Poland, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
58, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,42, France, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,40, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,8, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
47, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K
49, Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,42, United-States, <=50K
53,, 5th-6th, Widowed,, Unmarried, Black, Female,30, United-States, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,45, United-States, <=50K
57,, Assoc-voc, Widowed,, Unmarried, White, Female,38, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,20, United-States, <=50K
20,, Some-college, Never-married,, Own-child, White, Male,24, United-States, <=50K
21,, Some-college, Never-married,, Unmarried, White, Female,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,80, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
24, Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Male,50, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States, >50K
44, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,58, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
74, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,9, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
44, Private, 11th, Divorced, Machine-op-inspct, Unmarried, Other, Female,46, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States, >50K
67, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, United-States, >50K
39, Local-gov, 12th, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States, <=50K
57, Private, 1st-4th, Widowed, Priv-house-serv, Not-in-family, Black, Female,30, United-States, <=50K
29, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,45, United-States, <=50K
34,, HS-grad, Never-married,, Unmarried, Black, Female,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
29, Private, Doctorate, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,40, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,45, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female,8, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,36, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Female,40, United-States, <=50K
72, Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,40, United-States, <=50K
33, Federal-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, Black, Female,40, United-States, >50K
69, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
31, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,20,, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,32, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,55, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,35, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,48, United-States, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
45, Private, 7th-8th, Separated, Other-service, Unmarried, White, Female,40, Mexico, <=50K
29, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K
47, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male,42, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,12, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
27, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,70, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,40, United-States, >50K
18,, 12th, Never-married,, Own-child, White, Male,25, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,35, United-States, <=50K
58, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
65,, Some-college, Married-civ-spouse,, Husband, White, Male,30, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,24, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,60, United-States, <=50K
